order_id,product,category,price,quantity,revenue
207,Phone,Accessories,838,3,2514
208,Tablet,Accessories,147,1,147
209,Laptop,Electronics,1390,3,4170
210,Tablet,Accessories,1494,2,2988
211,Monitor,Accessories,1930,4,7720
212,Monitor,Electronics,1404,3,4212
213,Laptop,Accessories,1263,4,5052
214,Monitor,Accessories,846,2,1692
215,Phone,Accessories,1756,3,5268
216,Phone,Electronics,137,1,137
217,Monitor,Electronics,1678,1,1678
218,Tablet,Accessories,267,2,534
219,Monitor,Accessories,1554,3,4662
220,Monitor,Electronics,1483,4,5932
221,Monitor,Electronics,664,4,2656
222,Monitor,Accessories,1331,1,1331
223,Phone,Accessories,571,2,1142
224,Phone,Accessories,1820,2,3640
225,Tablet,Electronics,400,4,1600
226,Tablet,Accessories,1623,1,1623
227,Phone,Accessories,165,2,330
228,Laptop,Accessories,549,1,549
229,Monitor,Electronics,502,2,1004
230,Tablet,Electronics,657,1,657
231,Phone,Electronics,1666,3,4998
232,Tablet,Electronics,1485,2,2970
233,Monitor,Accessories,1681,2,3362
234,Phone,Accessories,547,1,547
235,Laptop,Electronics,1153,4,4612
236,Tablet,Accessories,1252,1,1252
237,Laptop,Electronics,1168,1,1168
238,Laptop,Electronics,1866,2,3732
239,Tablet,Electronics,1438,1,1438
240,Monitor,Accessories,1573,2,3146
241,Laptop,Accessories,1597,4,6388
242,Monitor,Accessories,1402,4,5608
243,Tablet,Electronics,366,2,732
244,Phone,Accessories,1366,3,4098
245,Tablet,Accessories,462,1,462
246,Phone,Accessories,1184,1,1184
247,Monitor,Accessories,1006,2,2012
248,Phone,Electronics,641,3,1923
249,Laptop,Electronics,1683,2,3366
250,Phone,Electronics,1348,4,5392
251,Tablet,Electronics,1589,1,1589
252,Phone,Electronics,575,4,2300
253,Laptop,Accessories,1994,2,3988
254,Monitor,Electronics,1176,1,1176
255,Laptop,Accessories,1272,3,3816
256,Laptop,Accessories,1365,3,4095
257,Laptop,Accessories,1639,2,3278
258,Phone,Electronics,1384,1,1384
259,Monitor,Accessories,1472,2,2944
260,Laptop,Accessories,563,1,563
261,Laptop,Electronics,609,4,2436
262,Laptop,Electronics,1384,4,5536
263,Tablet,Electronics,165,4,660
264,Tablet,Accessories,508,3,1524
265,Tablet,Accessories,1500,1,1500
266,Tablet,Electronics,952,4,3808
267,Tablet,Electronics,1854,2,3708
268,Monitor,Accessories,571,2,1142
269,Tablet,Accessories,644,3,1932
270,Tablet,Electronics,269,4,1076
271,Phone,Electronics,1102,1,1102
272,Laptop,Electronics,740,2,1480
273,Phone,Accessories,1815,3,5445
274,Tablet,Electronics,327,4,1308
275,Monitor,Electronics,929,1,929
276,Laptop,Electronics,165,1,165
277,Tablet,Accessories,1507,2,3014
278,Phone,Accessories,973,1,973
279,Monitor,Accessories,1336,3,4008
280,Monitor,Accessories,1679,1,1679
281,Monitor,Accessories,1076,4,4304
282,Tablet,Accessories,1928,1,1928
283,Laptop,Electronics,1035,1,1035
284,Tablet,Electronics,767,2,1534
285,Phone,Electronics,1792,3,5376
286,Monitor,Electronics,206,1,206
287,Tablet,Accessories,872,1,872
288,Phone,Electronics,1209,3,3627
289,Phone,Accessories,308,2,616
290,Phone,Electronics,243,1,243
291,Tablet,Electronics,511,1,511
292,Monitor,Electronics,1851,1,1851
293,Phone,Accessories,1253,1,1253
294,Phone,Electronics,1822,4,7288
295,Tablet,Electronics,882,4,3528
296,Laptop,Electronics,1289,3,3867
297,Tablet,Accessories,556,3,1668
298,Laptop,Electronics,965,2,1930
299,Monitor,Electronics,1886,3,5658
300,Phone,Electronics,1891,4,7564
301,Tablet,Accessories,921,2,1842
302,Monitor,Accessories,809,2,1618
303,Monitor,Electronics,1803,2,3606
304,Phone,Accessories,428,1,428
305,Laptop,Electronics,1072,4,4288
306,Laptop,Electronics,1731,1,1731
307,Tablet,Electronics,1470,2,2940
308,Phone,Accessories,470,1,470
309,Laptop,Electronics,1891,1,1891
310,Phone,Electronics,188,1,188
311,Laptop,Electronics,119,2,238
312,Tablet,Electronics,364,1,364
313,Laptop,Electronics,1277,1,1277
314,Monitor,Accessories,1579,2,3158
315,Tablet,Electronics,1099,4,4396
316,Laptop,Electronics,662,4,2648
317,Tablet,Accessories,1453,2,2906
318,Monitor,Accessories,661,4,2644
319,Tablet,Accessories,864,3,2592
320,Laptop,Electronics,1385,2,2770
321,Tablet,Accessories,1286,1,1286
322,Monitor,Accessories,1080,3,3240
323,Tablet,Electronics,1100,4,4400
324,Laptop,Accessories,226,4,904
325,Tablet,Electronics,556,4,2224
326,Monitor,Electronics,984,2,1968
327,Monitor,Accessories,1778,3,5334
328,Monitor,Accessories,1339,2,2678
329,Monitor,Accessories,403,4,1612
330,Tablet,Accessories,509,2,1018
331,Monitor,Electronics,1013,3,3039
332,Phone,Accessories,1556,4,6224
333,Tablet,Electronics,1022,2,2044
334,Laptop,Accessories,879,2,1758
335,Laptop,Accessories,1163,2,2326
336,Tablet,Electronics,706,4,2824
337,Tablet,Electronics,716,3,2148
338,Monitor,Electronics,1621,1,1621
339,Laptop,Accessories,713,1,713
340,Tablet,Electronics,1694,3,5082
341,Laptop,Electronics,812,1,812
342,Monitor,Accessories,1808,3,5424
343,Laptop,Accessories,288,1,288
344,Phone,Accessories,1578,3,4734
345,Phone,Accessories,1756,1,1756
346,Laptop,Electronics,1055,1,1055
347,Tablet,Electronics,213,1,213
348,Tablet,Accessories,244,2,488
349,Phone,Electronics,1129,1,1129
350,Laptop,Electronics,1142,1,1142
351,Monitor,Electronics,1387,3,4161
352,Phone,Electronics,1516,4,6064
353,Laptop,Accessories,111,2,222
354,Tablet,Electronics,1884,1,1884
355,Tablet,Accessories,143,1,143
356,Laptop,Electronics,1662,1,1662
357,Laptop,Electronics,1006,1,1006
358,Laptop,Electronics,1668,4,6672
359,Monitor,Electronics,1927,2,3854
360,Laptop,Electronics,1578,3,4734
361,Monitor,Electronics,1887,3,5661
362,Laptop,Electronics,1519,1,1519
363,Tablet,Accessories,690,3,2070
364,Monitor,Accessories,618,1,618
365,Laptop,Electronics,1739,3,5217
366,Monitor,Electronics,870,3,2610
367,Tablet,Electronics,156,4,624
368,Phone,Accessories,885,2,1770
369,Monitor,Electronics,1234,4,4936
370,Phone,Electronics,909,2,1818
371,Phone,Accessories,1691,2,3382
372,Phone,Accessories,367,2,734
373,Phone,Accessories,1433,3,4299
374,Phone,Accessories,1147,4,4588
375,Monitor,Electronics,345,3,1035
376,Tablet,Accessories,612,3,1836
377,Phone,Accessories,348,3,1044
378,Phone,Electronics,1776,3,5328
379,Phone,Electronics,1194,1,1194
380,Monitor,Accessories,1272,3,3816
381,Monitor,Electronics,1882,3,5646
382,Monitor,Electronics,1734,1,1734
383,Laptop,Electronics,1456,2,2912
384,Phone,Electronics,527,1,527
385,Tablet,Electronics,1085,2,2170
386,Monitor,Electronics,1468,2,2936
387,Tablet,Accessories,306,3,918
388,Tablet,Electronics,526,3,1578
389,Monitor,Accessories,1338,1,1338
390,Phone,Electronics,1716,4,6864
391,Phone,Electronics,1121,1,1121
392,Phone,Electronics,1158,2,2316
393,Phone,Accessories,1522,2,3044
394,Laptop,Accessories,1945,4,7780
395,Phone,Electronics,1291,1,1291
396,Phone,Electronics,357,1,357
397,Tablet,Electronics,807,1,807
398,Monitor,Accessories,244,3,732
399,Monitor,Accessories,866,4,3464
400,Tablet,Electronics,762,4,3048
401,Phone,Electronics,1314,1,1314
402,Monitor,Electronics,1629,4,6516
403,Monitor,Accessories,1390,3,4170
404,Laptop,Accessories,302,2,604
405,Tablet,Accessories,251,2,502
406,Phone,Electronics,371,1,371
407,Tablet,Electronics,1515,3,4545
408,Laptop,Electronics,1799,2,3598
409,Tablet,Accessories,923,3,2769
410,Laptop,Electronics,1766,2,3532
411,Phone,Electronics,1253,3,3759
412,Laptop,Accessories,1051,1,1051
413,Laptop,Accessories,256,1,256
414,Monitor,Electronics,1472,1,1472
415,Tablet,Accessories,1787,3,5361
416,Monitor,Electronics,1390,3,4170
417,Phone,Electronics,153,2,306
418,Phone,Electronics,188,3,564
419,Monitor,Electronics,1578,1,1578
420,Phone,Accessories,1322,1,1322
421,Tablet,Accessories,714,4,2856
422,Laptop,Electronics,1897,3,5691
423,Laptop,Electronics,1877,2,3754
424,Tablet,Electronics,1688,1,1688
425,Monitor,Accessories,686,4,2744
426,Monitor,Accessories,1432,3,4296
427,Monitor,Electronics,266,4,1064
428,Laptop,Accessories,306,3,918
429,Tablet,Electronics,1291,4,5164
430,Laptop,Electronics,841,3,2523
431,Phone,Electronics,242,3,726
432,Tablet,Accessories,1925,4,7700
433,Monitor,Electronics,1779,4,7116
434,Tablet,Electronics,709,3,2127
435,Phone,Accessories,671,1,671
436,Monitor,Electronics,710,1,710
437,Monitor,Accessories,1936,3,5808
438,Phone,Electronics,1626,4,6504
439,Phone,Electronics,1506,1,1506
440,Tablet,Electronics,1300,3,3900
441,Laptop,Accessories,1279,4,5116
442,Phone,Accessories,1744,4,6976
443,Tablet,Accessories,1021,2,2042
444,Monitor,Accessories,357,1,357
445,Laptop,Accessories,548,4,2192
446,Monitor,Accessories,734,2,1468
447,Monitor,Electronics,1272,4,5088
448,Monitor,Accessories,1255,2,2510
449,Tablet,Accessories,464,4,1856
450,Phone,Accessories,936,3,2808
451,Phone,Accessories,1981,2,3962
452,Laptop,Electronics,1259,2,2518
453,Laptop,Electronics,1609,2,3218
454,Laptop,Electronics,1707,3,5121
455,Laptop,Electronics,1652,2,3304
456,Tablet,Electronics,1997,2,3994
457,Monitor,Electronics,966,1,966
458,Phone,Electronics,1792,3,5376
459,Monitor,Electronics,377,3,1131
460,Tablet,Accessories,1584,1,1584
461,Phone,Accessories,817,3,2451
462,Tablet,Electronics,290,3,870
463,Laptop,Electronics,1808,2,3616
464,Laptop,Electronics,661,3,1983
465,Phone,Accessories,1933,1,1933
466,Monitor,Electronics,201,3,603
467,Laptop,Electronics,1856,4,7424
468,Tablet,Accessories,933,2,1866
469,Phone,Electronics,134,2,268
470,Monitor,Accessories,1999,3,5997
471,Monitor,Electronics,1329,2,2658
472,Monitor,Electronics,1239,4,4956
473,Tablet,Accessories,709,3,2127
474,Phone,Electronics,461,2,922
475,Laptop,Electronics,1445,3,4335
476,Phone,Electronics,433,3,1299
477,Monitor,Electronics,757,2,1514
478,Monitor,Electronics,496,4,1984
479,Laptop,Accessories,1344,2,2688
480,Monitor,Electronics,1338,2,2676
481,Phone,Electronics,491,2,982
482,Tablet,Accessories,1419,1,1419
483,Laptop,Accessories,993,4,3972
484,Tablet,Electronics,262,3,786
485,Tablet,Electronics,1834,1,1834
486,Tablet,Accessories,246,1,246
487,Monitor,Accessories,1564,2,3128
488,Monitor,Electronics,1048,2,2096
489,Laptop,Accessories,836,3,2508
490,Monitor,Accessories,221,4,884
491,Tablet,Electronics,1423,4,5692
492,Tablet,Accessories,1664,3,4992
493,Laptop,Electronics,382,4,1528
494,Tablet,Accessories,721,4,2884
495,Tablet,Accessories,1597,4,6388
496,Phone,Accessories,1826,4,7304
497,Phone,Accessories,1273,2,2546
498,Monitor,Electronics,251,1,251
499,Tablet,Electronics,1700,1,1700
500,Phone,Electronics,684,4,2736
501,Tablet,Electronics,1672,2,3344
502,Phone,Accessories,546,2,1092
503,Laptop,Electronics,1756,4,7024
504,Tablet,Electronics,1116,1,1116
505,Monitor,Electronics,253,4,1012
506,Monitor,Accessories,341,2,682
507,Laptop,Electronics,1959,4,7836
508,Phone,Accessories,237,1,237
509,Laptop,Electronics,1602,2,3204
510,Monitor,Accessories,1284,3,3852
511,Tablet,Electronics,670,2,1340
512,Monitor,Electronics,1411,2,2822
513,Laptop,Electronics,1445,3,4335
514,Laptop,Electronics,628,2,1256
515,Tablet,Electronics,528,4,2112
516,Laptop,Accessories,369,1,369
517,Tablet,Electronics,1352,3,4056
518,Phone,Accessories,743,4,2972
519,Monitor,Electronics,370,4,1480
520,Phone,Accessories,1122,1,1122
521,Tablet,Accessories,911,3,2733
522,Laptop,Electronics,1596,3,4788
523,Phone,Accessories,1919,1,1919
524,Phone,Accessories,203,1,203
525,Monitor,Electronics,1374,3,4122
526,Laptop,Electronics,989,4,3956
527,Tablet,Accessories,1975,3,5925
528,Monitor,Accessories,1511,1,1511
529,Phone,Accessories,642,3,1926
530,Tablet,Electronics,1475,4,5900
531,Phone,Electronics,574,1,574
532,Tablet,Accessories,1268,3,3804
533,Phone,Accessories,251,1,251
534,Tablet,Accessories,909,1,909
535,Tablet,Accessories,966,3,2898
536,Monitor,Accessories,555,1,555
537,Phone,Electronics,120,1,120
538,Laptop,Electronics,350,3,1050
539,Monitor,Electronics,1246,4,4984
540,Laptop,Electronics,1907,4,7628
541,Tablet,Electronics,1481,1,1481
542,Phone,Accessories,130,3,390
543,Tablet,Accessories,596,2,1192
544,Tablet,Electronics,899,2,1798
545,Monitor,Accessories,158,2,316
546,Laptop,Accessories,1966,2,3932
547,Laptop,Accessories,222,2,444
548,Tablet,Electronics,295,4,1180
549,Laptop,Electronics,444,2,888
550,Phone,Accessories,1605,1,1605
551,Phone,Electronics,1447,4,5788
552,Laptop,Electronics,286,3,858
553,Tablet,Accessories,1144,3,3432
554,Phone,Accessories,1574,2,3148
555,Monitor,Electronics,1519,4,6076
556,Laptop,Accessories,1305,1,1305
557,Monitor,Accessories,1583,4,6332
558,Phone,Electronics,1884,2,3768
559,Phone,Electronics,499,2,998
560,Monitor,Accessories,1326,1,1326
561,Tablet,Electronics,1370,2,2740
562,Tablet,Accessories,341,1,341
563,Monitor,Accessories,1590,3,4770
564,Laptop,Accessories,852,2,1704
565,Phone,Electronics,1718,4,6872
566,Monitor,Electronics,742,2,1484
567,Laptop,Accessories,1900,4,7600
568,Phone,Electronics,1084,4,4336
569,Monitor,Electronics,1564,2,3128
570,Tablet,Accessories,1142,1,1142
571,Monitor,Electronics,1369,1,1369
572,Monitor,Accessories,1583,2,3166
573,Laptop,Accessories,1600,1,1600
574,Phone,Electronics,970,2,1940
575,Phone,Electronics,1752,2,3504
576,Phone,Accessories,1238,2,2476
577,Phone,Accessories,715,2,1430
578,Tablet,Accessories,464,4,1856
579,Laptop,Accessories,703,4,2812
580,Tablet,Electronics,1546,1,1546
581,Monitor,Accessories,1575,1,1575
582,Tablet,Electronics,131,3,393
583,Phone,Electronics,1824,3,5472
584,Monitor,Electronics,1935,4,7740
585,Laptop,Electronics,783,4,3132
586,Phone,Accessories,1553,2,3106
587,Phone,Electronics,327,3,981
588,Laptop,Electronics,524,2,1048
589,Phone,Electronics,1755,3,5265
590,Phone,Electronics,968,2,1936
591,Tablet,Electronics,1495,2,2990
592,Monitor,Electronics,1398,4,5592
593,Monitor,Electronics,1017,1,1017
594,Laptop,Accessories,1778,4,7112
595,Phone,Accessories,371,4,1484
596,Monitor,Accessories,531,4,2124
597,Monitor,Electronics,721,2,1442
598,Monitor,Accessories,484,1,484
599,Tablet,Accessories,947,1,947
600,Tablet,Accessories,816,2,1632
601,Phone,Electronics,1741,1,1741
602,Monitor,Accessories,1431,1,1431
603,Laptop,Accessories,1383,3,4149
604,Laptop,Electronics,166,3,498
605,Monitor,Accessories,502,1,502
606,Phone,Electronics,439,1,439
607,Tablet,Accessories,410,2,820
608,Laptop,Electronics,870,2,1740
609,Phone,Accessories,106,3,318
610,Monitor,Accessories,988,2,1976
611,Monitor,Accessories,799,1,799
612,Tablet,Accessories,1763,3,5289
613,Laptop,Accessories,356,2,712
614,Monitor,Accessories,973,1,973
615,Laptop,Electronics,220,2,440
616,Phone,Electronics,1835,3,5505
617,Phone,Electronics,573,1,573
618,Laptop,Electronics,1460,4,5840
619,Monitor,Accessories,1139,1,1139
620,Tablet,Electronics,830,2,1660
621,Tablet,Accessories,717,2,1434
622,Monitor,Electronics,406,1,406
623,Laptop,Accessories,1057,2,2114
624,Laptop,Electronics,1599,3,4797
625,Phone,Electronics,312,3,936
626,Laptop,Accessories,318,1,318
627,Monitor,Accessories,472,4,1888
628,Laptop,Electronics,599,4,2396
629,Monitor,Electronics,1064,3,3192
630,Laptop,Electronics,1049,4,4196
631,Monitor,Electronics,924,3,2772
632,Tablet,Accessories,350,4,1400
633,Monitor,Electronics,1061,1,1061
634,Laptop,Accessories,1867,4,7468
635,Phone,Electronics,1463,2,2926
636,Monitor,Electronics,1028,4,4112
637,Phone,Electronics,580,4,2320
638,Tablet,Accessories,1519,1,1519
639,Tablet,Electronics,1459,2,2918
640,Phone,Accessories,1122,2,2244
641,Phone,Electronics,563,4,2252
642,Tablet,Accessories,1595,2,3190
643,Phone,Electronics,888,1,888
644,Tablet,Accessories,1939,1,1939
645,Tablet,Accessories,645,2,1290
646,Laptop,Electronics,1305,1,1305
647,Laptop,Accessories,1205,3,3615
648,Monitor,Accessories,772,4,3088
649,Laptop,Electronics,249,1,249
650,Tablet,Electronics,1023,2,2046
651,Laptop,Accessories,1134,4,4536
652,Phone,Electronics,1072,4,4288
653,Tablet,Accessories,1502,4,6008
654,Tablet,Electronics,692,4,2768
655,Tablet,Accessories,430,4,1720
656,Monitor,Electronics,510,1,510
657,Laptop,Accessories,181,1,181
658,Phone,Accessories,853,4,3412
659,Phone,Accessories,477,2,954
660,Laptop,Electronics,1429,3,4287
661,Phone,Electronics,1132,4,4528
662,Monitor,Electronics,330,4,1320
663,Tablet,Electronics,1489,3,4467
664,Laptop,Accessories,346,4,1384
665,Tablet,Accessories,811,2,1622
666,Phone,Accessories,238,4,952
667,Laptop,Electronics,491,3,1473
668,Monitor,Accessories,889,3,2667
669,Laptop,Accessories,720,2,1440
670,Monitor,Electronics,248,2,496
671,Phone,Electronics,1457,2,2914
672,Monitor,Electronics,1265,2,2530
673,Tablet,Accessories,1454,4,5816
674,Phone,Electronics,1348,4,5392
675,Phone,Electronics,419,4,1676
676,Tablet,Accessories,1536,1,1536
677,Monitor,Electronics,401,1,401
678,Laptop,Electronics,910,4,3640
679,Monitor,Electronics,363,2,726
680,Monitor,Electronics,175,2,350
681,Laptop,Electronics,1328,2,2656
682,Tablet,Electronics,1199,1,1199
683,Monitor,Electronics,379,3,1137
684,Monitor,Accessories,1533,3,4599
685,Phone,Electronics,119,3,357
686,Tablet,Accessories,186,1,186
687,Phone,Electronics,433,4,1732
688,Phone,Accessories,723,2,1446
689,Monitor,Accessories,1263,4,5052
690,Phone,Accessories,742,3,2226
691,Laptop,Accessories,837,3,2511
692,Phone,Accessories,1456,1,1456
693,Monitor,Accessories,127,1,127
694,Laptop,Accessories,1911,3,5733
695,Tablet,Electronics,1805,4,7220
696,Tablet,Electronics,1854,4,7416
697,Phone,Electronics,1781,3,5343
698,Tablet,Electronics,186,1,186
699,Tablet,Accessories,1834,2,3668
700,Phone,Electronics,1656,2,3312
701,Laptop,Electronics,470,3,1410
702,Monitor,Accessories,470,4,1880
703,Tablet,Electronics,825,4,3300
704,Phone,Electronics,517,1,517
705,Phone,Electronics,1050,1,1050
706,Laptop,Accessories,917,4,3668
707,Phone,Accessories,1569,1,1569
708,Phone,Electronics,298,4,1192
709,Tablet,Accessories,1028,4,4112
710,Phone,Accessories,1457,3,4371
711,Tablet,Accessories,578,3,1734
712,Tablet,Electronics,469,1,469
713,Phone,Accessories,1249,1,1249
714,Laptop,Electronics,1550,1,1550
715,Laptop,Accessories,1173,3,3519
716,Monitor,Electronics,1291,4,5164
717,Phone,Accessories,1951,1,1951
718,Phone,Electronics,1024,4,4096
719,Laptop,Electronics,147,3,441
720,Laptop,Electronics,1088,3,3264
721,Monitor,Electronics,1666,1,1666
722,Tablet,Accessories,1052,4,4208
723,Monitor,Accessories,536,3,1608
724,Phone,Accessories,708,4,2832
725,Tablet,Accessories,1056,2,2112
726,Monitor,Electronics,1523,3,4569
727,Phone,Accessories,1709,2,3418
728,Laptop,Electronics,561,2,1122
729,Phone,Electronics,1081,2,2162
730,Phone,Electronics,1299,2,2598
731,Monitor,Electronics,861,3,2583
732,Phone,Accessories,1065,1,1065
733,Monitor,Electronics,1084,2,2168
